Year,Année,ISO,Jurisdiction,Juridiction,Treatment,Traitement,Tenure (En),Tenure (Fr),Area (hectares),Data qualifier,Superficie (en hectare),Qualificatifs de données
1999,1999,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
1999,1999,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Private land,Terres privées,1173,a,1173,a
1999,1999,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
1999,1999,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,,u,,u
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,224,a,224,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,,u,,u
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
1999,1999,NT,Northwest Territories,Territoires du Nord-Ouest,Other*d,Autres*d,Private land,Terres privées,,u,,u
1999,1999,NU,Nunavut,Nunavut,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
1999,1999,NU,Nunavut,Nunavut,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
1999,1999,NU,Nunavut,Nunavut,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
1999,1999,NU,Nunavut,Nunavut,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
1999,1999,ON,Ontario,Ontario,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
1999,1999,ON,Ontario,Ontario,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
1999,1999,ON,Ontario,Ontario,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
1999,1999,ON,Ontario,Ontario,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
1999,1999,ON,Ontario,Ontario,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,816,a,816,a
1999,1999,ON,Ontario,Ontario,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,,u,,u
1999,1999,ON,Ontario,Ontario,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,75023,a,75023,a
1999,1999,ON,Ontario,Ontario,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,,u,,u
1999,1999,ON,Ontario,Ontario,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,12459,a,12459,a
1999,1999,ON,Ontario,Ontario,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
1999,1999,ON,Ontario,Ontario,Other*d,Autres*d,Provincial land,Terres provinciales,534,a,534,a
1999,1999,ON,Ontario,Ontario,Other*d,Autres*d,Private land,Terres privées,,u,,u
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,34,a,34,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,78,a,78,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,553,a,553,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Chemical treatment,Traitement chimique,Private land,Terres privées,49,a,49,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
1999,1999,PE,Prince Edward Island,Île-du-Prince-Édouard,Other*d,Autres*d,Private land,Terres privées,69,a,69,a
1999,1999,QC,Quebec,Québec,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,0,a,0,a
1999,1999,QC,Quebec,Québec,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,52,a,52,a
1999,1999,QC,Quebec,Québec,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,0,a,0,a
1999,1999,QC,Quebec,Québec,Other*d,Autres*d,Federal land,Terres fédérales,0,a,0,a
1999,1999,QC,Quebec,Québec,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
1999,1999,QC,Quebec,Québec,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
1999,1999,QC,Quebec,Québec,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,47337,a,47337,a
1999,1999,QC,Quebec,Québec,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,10625,a,10625,a
1999,1999,QC,Quebec,Québec,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
1999,1999,QC,Quebec,Québec,Chemical treatment,Traitement chimique,Private land,Terres privées,382,a,382,a
1999,1999,QC,Quebec,Québec,Other*d,Autres*d,Provincial land,Terres provinciales,4542,a,4542,a
1999,1999,QC,Quebec,Québec,Other*d,Autres*d,Private land,Terres privées,1460,a,1460,a
1999,1999,SK,Saskatchewan,Saskatchewan,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
1999,1999,SK,Saskatchewan,Saskatchewan,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,50,a,50,a
1999,1999,SK,Saskatchewan,Saskatchewan,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
1999,1999,SK,Saskatchewan,Saskatchewan,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
1999,1999,SK,Saskatchewan,Saskatchewan,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
1999,1999,SK,Saskatchewan,Saskatchewan,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
1999,1999,SK,Saskatchewan,Saskatchewan,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,5837,a,5837,a
1999,1999,SK,Saskatchewan,Saskatchewan,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,0,a,0,a
1999,1999,SK,Saskatchewan,Saskatchewan,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
1999,1999,SK,Saskatchewan,Saskatchewan,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
1999,1999,SK,Saskatchewan,Saskatchewan,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
1999,1999,SK,Saskatchewan,Saskatchewan,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
1999,1999,YT,Yukon,Yukon,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
1999,1999,YT,Yukon,Yukon,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
1999,1999,YT,Yukon,Yukon,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
1999,1999,YT,Yukon,Yukon,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
1999,1999,YT,Yukon,Yukon,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
1999,1999,YT,Yukon,Yukon,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
1999,1999,YT,Yukon,Yukon,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,0,a,0,a
1999,1999,YT,Yukon,Yukon,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,0,a,0,a
1999,1999,YT,Yukon,Yukon,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
1999,1999,YT,Yukon,Yukon,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
1999,1999,YT,Yukon,Yukon,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
1999,1999,YT,Yukon,Yukon,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2000,2000,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2000,2000,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2000,2000,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2000,2000,AB,Alberta,Alberta,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2000,2000,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,1,a,1,a
2000,2000,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,,u,,u
2000,2000,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,40077,a,40077,a
2000,2000,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,,u,,u
2000,2000,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,5387,a,5387,a
2000,2000,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
2000,2000,AB,Alberta,Alberta,Other*d,Autres*d,Provincial land,Terres provinciales,1100,a,1100,a
2000,2000,AB,Alberta,Alberta,Other*d,Autres*d,Private land,Terres privées,,u,,u
2000,2000,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2000,2000,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2000,2000,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2000,2000,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2000,2000,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,3833,r,3833,r
2000,2000,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,r,0,r
2000,2000,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,51909,r,51909,r
2000,2000,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,138,r,138,r
2000,2000,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,186,r,186,r
2000,2000,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Private land,Terres privées,0,r,0,r
2000,2000,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Provincial land,Terres provinciales,14501,r,14501,r
2000,2000,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Private land,Terres privées,47,r,47,r
2000,2000,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2000,2000,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2000,2000,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2000,2000,MB,Manitoba,Manitoba,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2000,2000,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2000,2000,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
2000,2000,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,6773,a,6773,a
2000,2000,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,0,a,0,a
2000,2000,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2000,2000,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2000,2000,MB,Manitoba,Manitoba,Other*d,Autres*d,Provincial land,Terres provinciales,594,a,594,a
2000,2000,MB,Manitoba,Manitoba,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,7049,a,7049,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,5211,e,5211,e
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,447,a,447,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Private land,Terres privées,1000,e,1000,e
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2000,2000,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,0,a,0,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,1530,a,1530,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,80,a,80,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,507,a,507,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Provincial land,Terres provinciales,371,a,371,a
2000,2000,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,,n,,n
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,Prescribed burning*b,Brûlage dirigé*b,Private land,Terres privées,,n,,n
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,Mechanical treatment*c,Traitement mécanique*c,Provincial land,Terres provinciales,442,a,442,a
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,Mechanical treatment*c,Traitement mécanique*c,Private land,Terres privées,4988,a,4988,a
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Private land,Terres privées,1108,a,1108,a
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2000,2000,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2000,2000,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé*b,Provincial land,Terres provinciales,0,a,0,a
